# form	pos	lemma	sense	freq
ཀིམ་བ་ལ				
ཀིམ་ཤིང་ཀོང་ཇོ				
ཀིམ་ཧྭ་ཤང				
ཀིམས་ཤིང་ཀོང་ཅོ				
ཀིའང་སི				
ཀིའུ				10
ཀིར				
ཀིར་བ				
ཀིར་བ་ན				
ཀིར་ཡ				
ཀིརྟི་དགོན				
ཀིརྟི་རི				
ཀིརྟི་རིན་པོ་ཆེ				
ཀིལ				
ཀུ				
ཀུ་ཀུ				
ཀུ་ཀུ་ཏ				
ཀུ་ཀུ་བུ་ཤི				
ཀུ་ཀུ་ར་ཙ				
ཀུ་ཀུ་ར་ཚ				
ཀུ་ཀུ་རཱ་ཛཱ				
ཀུ་ཀུ་རི་པ				
ཀུ་ཀུ་སྒྲོག				
ཀུ་ཀུ་སྒྲོགས				
ཀུ་ཀེ				
ཀུ་ཅན་དན				
ཀུ་ཅོ	NOUN			182
ཀུ་ཅོ་ཅ་ཅོ				
ཀུ་ཅོ་ཅན				
ཀུ་ཅོ་ཆལ་རྩོལ				
ཀུ་ཅོར				
ཀུ་ཆོ				
ཀུ་ཆོར				
ཀུ་ཎི				
ཀུ་ཏ				
ཀུ་ཏ་ར་ན				
ཀུ་ཏྲ				
ཀུ་ཐུག				
ཀུ་ཐེ་ར				
ཀུ་ཐེར				
ཀུ་དཀར				
ཀུ་དགའ་ར་བ				
ཀུ་དན་ན་ཏ				
ཀུ་དིང་ངེ				
ཀུ་དིར				1
ཀུ་དེང་ངེ				
ཀུ་དོག				
ཀུ་ན་ལ				
ཀུ་ན་ཧ				
ཀུ་ནཱ་ཧ				
ཀུ་ནི				
ཀུ་པ				
ཀུ་པ་ལ				
ཀུ་པི་སུ་མ				
ཀུ་བ	NOUN			92
ཀུ་བ་ཁ་མོ				
ཀུ་བ་ལ				
ཀུ་བ་ལ་མེ				
ཀུ་བཞི				
ཀུ་བཟུང				
ཀུ་བསྲོ				
ཀུ་བེ་ར				152
ཀུ་བྱི་མང་ཀེ				
ཀུ་བྱི་མང་སྐྱེས				
ཀུ་མ་ད				
ཀུ་མ་ན་པ				
ཀུ་མ་ནཱ་པ				
ཀུ་མ་ནཱ་བ				
ཀུ་མ་ར				
ཀུ་མ་ར་ཏ	PROPN			1
ཀུ་མད་ཚལ				
ཀུ་མཱ་ར	PROPN			170
ཀུ་མཱ་ར་ཤི				
ཀུ་མཱ་ར་ཤྲི				
ཀུ་མི་ར				
ཀུ་མིར				
ཀུ་མུ་ཏ				
ཀུ་མུ་ཏྲ				
ཀུ་མུ་ད	NOUN			381
ཀུ་མུ་ད་ཚལ				
ཀུ་མུ་དཱི				
ཀུ་མུ་དི				
ཀུ་མུ་ལོ་མ				
ཀུ་མུཏ				
ཀུ་མུད	OTHER			355
ཀུ་མུད་གཉེན				
ཀུ་མུད་གྲོགས				
ཀུ་མུད་ཅན				
ཀུ་མུད་དགའ				
ཀུ་མུད་དགྲ				
ཀུ་མུད་ཕན				
ཀུ་མུད་བཅུད་འཐུངས				
ཀུ་མུད་བཞད་དུས				
ཀུ་མུད་ཚལ				
ཀུ་མུད་ཚོགས				
ཀུ་མུད་ཟས་ཅན				
ཀུ་མུད་ལོ་མ				
ཀུ་མུད་ལྡན				
ཀུ་མུན				
ཀུ་མེད་ལོ་མ				
ཀུ་ཙན་ད་ན				
ཀུ་ཙན་དན				
ཀུ་ཙམ				
ཀུ་ཙུ				
ཀུ་ཛ				
ཀུ་འདེབས་པ				
ཀུ་ཡ				8
ཀུ་ཡངས				
ཀུ་ཡངས་དོག				
ཀུ་ཡིག				
ཀུ་ར				
ཀུ་ར་བ་ཀ				
ཀུ་ར་ར				
ཀུ་ར་རི				
ཀུ་རང་ག				
ཀུ་རཎཌ་ཀ				
ཀུ་རན་ཧ				
ཀུ་རི་ཀུལ་ལེ				
ཀུ་རིངས་སྡེ་ལྔ				
ཀུ་རུ				158
ཀུ་རུ་ཀུ་ལེ				11
ཀུ་རུ་ཀུ་ལླེ				
ཀུ་རུ་ཀུལ་ལེ				
ཀུ་རུ་ཁ				4
ཀུ་རུ་པིན་ད				
ཀུ་རུ་བན་ད				
ཀུ་རུ་ར				
ཀུ་རུག				
ཀུ་རེ	NOUN			483
ཀུ་རེ་ཀྱལ་ཀ				
ཀུ་རེ་ཅན				
ཀུ་རེ་ཐལ་བ				
ཀུ་རེ་བྱེད				
ཀུ་རེས				
ཀུ་རྩི་ཕྲ་མོ				
ཀུ་ལ				
ཀུ་ལ་ཀ				
ཀུ་ལ་གངས་རི				
ཀུ་ལ་ལ				
ཀུ་ལན་ཏ				
ཀུ་ལཱ་ལ				
ཀུ་ལིག				
ཀུ་ལུ				
ཀུ་ལུ་ཏ				
ཀུ་ལུ་ཏའི་ཡུལ				
ཀུ་ལུང				
ཀུ་ལེགས་ཐ				
ཀུ་ཤ	NOUN			1713
ཀུ་ཤ་གཙང་བསྲེལ				
ཀུ་ཤ་ཅན				
ཀུ་ཤ་ན				
ཀུ་ཤ་ན་གར				
ཀུ་ཤ་བན་དྷ				
ཀུ་ཤ་བན་ལྷ				
ཀུ་ཤ་བྷན་དྷ				
ཀུ་ཤ་བྷནདྷ				
ཀུ་ཤ་ལ				
ཀུ་ཤ་ལི				
ཀུ་ཤའི་གྲོང་ཁྱེར				
ཀུ་ཤི་ན་གར				
ཀུ་ཤུ	NOUN			47
ཀུ་ཤུ་ལུ				
ཀུ་ཤུ་ཤིང				
ཀུ་ཤུན				
ཀུ་ཤེ་ཤ་ཡ				
ཀུ་ས་ར	PROPN			4
ཀུ་ས་ལི				
ཀུ་སཱ་ལི				170
ཀུ་སུ་མ				
ཀུ་སུ་ལི				
ཀུ་སུ་ལུ				
ཀུ་སུ་ལུ་པ				
ཀུ་སུམབྷ				
ཀུ་སེ་རྫོང				
ཀུ་སྒྲ				23
ཀུ་སྒྲ་ཏི་རི				
ཀུ་སྭོ				
ཀུ་ཧུ				
ཀུ་ཧུའི་མགྲིན་ལྡན				
ཀུ་ཧྲང				
ཀུ་ཨ་ལ				
ཀུཀཀཱཊཿ				
ཀུཀཀུ་ཊ				
ཀུཀཀུ་བྷ				
ཀུཀཀུ་རཿ				
ཀུཀཀུ་སྒྲ་སྒྲོགས				
ཀུག				6
ཀུག་ཀུག				
ཀུག་པ་ཉིད				
ཀུག་བྱེད				
ཀུག་རྩེ				
ཀུག་སྤ				
ཀུང་ཀུ་ན				
ཀུང་ཀུ་མ				
ཀུང་ཀུ་མམ				
ཀུང་ཀུ་མཾ				
ཀུང་ཁང				
ཀུང་ཁྲེང་ཧྲི				
ཀུང་གསལ				
ཀུང་གསུམ				
ཀུང་གསུམ་ཆིན་དགུ				
ཀུང་ཏུང				
ཀུང་ལི				
ཀུང་སི				
ཀུང་ཧོའོ				
ཀུང་ཧྲི				
ཀུང་ཧྲེ				
ཀུངཀུམམ				
ཀུཎདཱི				
ཀུན	DET			237960
ཀུན་				
ཀུན་ཀ				
ཀུན་ཀི				
ཀུན་ཀྱང				
ཀུན་ཀྱང་གྲུབ				
ཀུན་ཀྱི་བླ་མ				
ཀུན་ཁེབས				
ཀུན་ཁྱབ	OTHER			7
ཀུན་ཁྱབ་ཏུ				
ཀུན་ཁྱབ་དཔལ་མོ				
ཀུན་ཁྱབ་པ				
ཀུན་ཁྱབ་འདེམས་དབང				
ཀུན་ཁྱབ་རང་བཞིན				
ཀུན་ཁྱབ་སྣང་བ				
ཀུན་ཁྲུགས				
ཀུན་གཏུམ				
ཀུན་གཏོང་བ				
ཀུན་གདུང				
ཀུན་གཞི	NOUN			5167
ཀུན་གཞི་ཁམས				
ཀུན་གཞི་ཏྭོ				
ཀུན་གཞི་དུལ་བ				
ཀུན་གཞི་ཡེ་ཤེས				
ཀུན་གཞི་རྣམ་ཤེས				
ཀུན་གཞིའི་ཁམས				
ཀུན་གཞིའི་ནམ་ཤེས				
ཀུན་གཞིའི་ཡེ་ཤེས				
ཀུན་གཞིའི་རྣམ་ཤེས				
ཀུན་གཞིའི་རྫས་རྒྱུན				
ཀུན་གཞིའི་ཤེས་པ				
ཀུན་གཞིར				
ཀུན་གཟིགས	OTHER			23
ཀུན་གཟིགས་ཕོ་བྲང				
ཀུན་གསལ	OTHER			105
ཀུན་གསལ་གསར་ཤོག				
ཀུན་གསོད				
ཀུན་གྱི་གནས				
ཀུན་གྱི་དཀྱིལ				
ཀུན་གྱི་དོན				
ཀུན་གྱི་བཤེས་གཉེན				
ཀུན་གྱི་བྱེད་པོ				
ཀུན་གྱི་མ				
ཀུན་གྱི་མཆོག				
ཀུན་གྱི་མཐའ				
ཀུན་གྱི་མཐུན་སྣང				
ཀུན་གྱི་རྩ་བ				
ཀུན་གྱི་སྤྱི་གཞི				
ཀུན་གྱིས་ཕྱག་བྱས				
ཀུན་གྱིས་མཐོང་བ				
ཀུན་གྲགས				
ཀུན་གྲགས་མ				
ཀུན་གྲུབ	OTHER			14
ཀུན་གྲུབ་ཟླ་བ				
ཀུན་གླིང				
ཀུན་ཅིངས				
ཀུན་ཆུབ				
ཀུན་ཆུབ་པ				
ཀུན་ཆུབ་བ				
ཀུན་ཆོས་གཙང་བ				
ཀུན་ཉོན				
ཀུན་ཉོན་གཟུང་རྟོག				
ཀུན་ཉོན་གསུམ				
ཀུན་ཉོན་ཕྱོགས				
ཀུན་ཉོན་མོངས་པ				
ཀུན་ཏ				
ཀུན་ཏིང				
ཀུན་ཏུ				
ཀུན་ཏུ་ཁྱབ་པ				
ཀུན་ཏུ་གཅེས				
ཀུན་ཏུ་གནས				
ཀུན་ཏུ་གཟིགས				
ཀུན་ཏུ་གཟིགས་པ				
ཀུན་ཏུ་གསལ				
ཀུན་ཏུ་གསལ་བ				
ཀུན་ཏུ་གསུང				
ཀུན་ཏུ་གསོ				
ཀུན་ཏུ་གོ་བ				
ཀུན་ཏུ་གྲོལ				
ཀུན་ཏུ་ཅིངས				
ཀུན་ཏུ་ཆགས་པ				
ཀུན་ཏུ་ཆེམ་ཆེམ				
ཀུན་ཏུ་ཐོགས་མེད				
ཀུན་ཏུ་དགའ				
ཀུན་ཏུ་དཔྱད་པ				
ཀུན་ཏུ་དོར				
ཀུན་ཏུ་བཀྲམ				
ཀུན་ཏུ་བཅུག་པ				
ཀུན་ཏུ་བཅོམ				
ཀུན་ཏུ་བཅོམ་པ				
ཀུན་ཏུ་བཏགས་པ				
ཀུན་ཏུ་བདེ་བ				
ཀུན་ཏུ་བཟང				
ཀུན་ཏུ་བཟང་མོ				
ཀུན་ཏུ་བཟོད་ཅིང				
ཀུན་ཏུ་བརྟགས་པ				
ཀུན་ཏུ་བརྡལ་བ				
ཀུན་ཏུ་བརྡུང་བ				
ཀུན་ཏུ་བསྐྱེད				
ཀུན་ཏུ་བསྒྲིབས				
ཀུན་ཏུ་བསྟེན				
ཀུན་ཏུ་བླངས་པ				
ཀུན་ཏུ་མནར་སེམས				
ཀུན་ཏུ་མིག་ལྡན				
ཀུན་ཏུ་ཞལ				
ཀུན་ཏུ་ཞི་བ				
ཀུན་ཏུ་ཞུམ་པ				
ཀུན་ཏུ་འཁྲུགས				
ཀུན་ཏུ་འཁྲུགས་པ				
ཀུན་ཏུ་འགུལ				
ཀུན་ཏུ་འགེངས་པ				
ཀུན་ཏུ་འགྱེད་པ				
ཀུན་ཏུ་འགྲོ་བ				
ཀུན་ཏུ་འཇོག་པ				
ཀུན་ཏུ་འཇོམས་པ				
ཀུན་ཏུ་འཐོར				
ཀུན་ཏུ་འཐོར་པ				
ཀུན་ཏུ་འདྲེས་པ				
ཀུན་ཏུ་འབར་བ				
ཀུན་ཏུ་འབྱུང				
ཀུན་ཏུ་འབྱུང་བ				
ཀུན་ཏུ་འཚེ་བ				
ཀུན་ཏུ་འཚོལ་བ				
ཀུན་ཏུ་འཛིན་པ				
ཀུན་ཏུ་འཛིན་མ				
ཀུན་ཏུ་འུར་འུར				
ཀུན་ཏུ་འོ་མ				
ཀུན་ཏུ་འོད				1
ཀུན་ཏུ་རབ་ཏུ				
ཀུན་ཏུ་རབ་སྒྲུབ				
ཀུན་ཏུ་རིག				
ཀུན་ཏུ་རུ				
ཀུན་ཏུ་རེག་པ				
ཀུན་ཏུ་རྐྱལ་བྱེད				
ཀུན་ཏུ་རྒྱས				
ཀུན་ཏུ་རྒྱས་པར				
ཀུན་ཏུ་རྒྱུ				
ཀུན་ཏུ་རྒྱུ་བ				
ཀུན་ཏུ་རྒྱུག་པ				
ཀུན་ཏུ་རྗེས་སོང				
ཀུན་ཏུ་རྟོག				
ཀུན་ཏུ་རྟོག་པ				
ཀུན་ཏུ་རྟོགས་པ				
ཀུན་ཏུ་རྨོངས				
ཀུན་ཏུ་རྨོངས་པ				
ཀུན་ཏུ་རྨོངས་བྱེད				
ཀུན་ཏུ་ལྟ་བ				
ཀུན་ཏུ་ཤུགས་ལྡན				
ཀུན་ཏུ་ཤུམ་པ				
ཀུན་ཏུ་སོང				
ཀུན་ཏུ་སྐེམ་བྱེད				
ཀུན་ཏུ་སྐྱེ				
ཀུན་ཏུ་སྐྱོ་བ				
ཀུན་ཏུ་སྣང				
ཀུན་ཏུ་སྣང་བ				
ཀུན་ཏུ་སྤྱད				
ཀུན་ཏུ་སྤྱད་པ				
ཀུན་ཏུ་སྤྱོད་པ				
ཀུན་ཏུ་སྤྱོད་ལམ				
ཀུན་ཏུ་སྤྲས				
ཀུན་ཏུ་སྤྲས་པ				
ཀུན་ཏུ་སྦྱོར				
ཀུན་ཏོ་བརྡུང་བ				
ཀུན་ཐམས་ཅད				
ཀུན་ཐི་ར				
ཀུན་ཐུབ				
ཀུན་ཐུབ་འཁོར་སྟེགས				
ཀུན་ད	OTHER			3
ཀུན་ད་བྱང་སེམས				
ཀུན་དཀའ་ར་བ				
ཀུན་དཀྱིལ				
ཀུན་དཀྲིས				102
ཀུན་དཀྲིས་བཅུ				
ཀུན་དཀྲིས་བཞི				
ཀུན་དཀྲིས་བརྒྱད				
ཀུན་དཁའ་བོ				
ཀུན་དཁའ་རྒྱལ་མཚན				
ཀུན་དཁའ་རྭ་བ				
ཀུན་དཁའ་རྭབ				
ཀུན་དག་པོ				
ཀུན་དག་རྒྱལ་མཚན				
ཀུན་དག་སྙིང་པོ				
ཀུན་དགའ	PROPN			2923
ཀུན་དགའ་གཞོན་ནུ				
ཀུན་དགའ་དགེ་ལེགས				
ཀུན་དགའ་དོན་གྲུབ				
ཀུན་དགའ་ནོར				
ཀུན་དགའ་བོ				
ཀུན་དགའ་མཉམ་སྤྲོ				
ཀུན་དགའ་མཚོ				
ཀུན་དགའ་འཕགས་པ				
ཀུན་དགའ་འབར				
ཀུན་དགའ་འབུམ་པ				
ཀུན་དགའ་འཛིན་པ				
ཀུན་དགའ་འོད་ཟེར				
ཀུན་དགའ་ར་བ	NOUN			1267
ཀུན་དགའ་རིན་ཆེན				
ཀུན་དགའ་རྒྱལ་མཚན				
ཀུན་དགའ་རྭ་བ				
ཀུན་དགའ་སྙིང་པོ				
ཀུན་དགའི་དབང་མོ				
ཀུན་དགའོ་པོ				
ཀུན་དང་མཐུན				
ཀུན་དང་འཁོན				
ཀུན་དབང				
ཀུན་དའི་གཉེན				
ཀུན་དུ་བཟང་པོ				
ཀུན་དུ་བརྟགས་པ				
ཀུན་དུ་རུ				
ཀུན་དུ་ལ				
ཀུན་དུམ				
ཀུན་དོང				15
ཀུན་དོན				
ཀུན་དྲིལ				
ཀུན་དྲིལ་བ				
ཀུན་ནས་ཁྲུ་བཞི				
ཀུན་ནས་གཡེངས				
ཀུན་ནས་གྱེངས				
ཀུན་ནས་ཉོན་མོངས				
ཀུན་ནས་དཀྲིགས་པ				
ཀུན་ནས་དཀྲིས་པ				
ཀུན་ནས་དགོད				
ཀུན་ནས་བཏགས				
ཀུན་ནས་བཏགས་པ				
ཀུན་ནས་བཟང་བ				
ཀུན་ནས་བཟོད				
ཀུན་ནས་བཟོད་པ				
ཀུན་ནས་བརྩེགས				
ཀུན་ནས་བརྩེགས་པ				
ཀུན་ནས་བསྐོར་བ				
ཀུན་ནས་བསླང་བ				
ཀུན་ནས་བསླངས་པ				
ཀུན་ནས་བྲིས				
ཀུན་ནས་བླངས				
ཀུན་ནས་མནར་སེམས				
ཀུན་ནས་མཛེས				
ཀུན་ནས་མཛེས་པ				
ཀུན་ནས་འཁོར་ཡུག				
ཀུན་ནས་འགེབས				
ཀུན་ནས་འགྲོ				
ཀུན་ནས་འགྲོ་བ				
ཀུན་ནས་འདུད				
ཀུན་ནས་འདུད་པ				
ཀུན་ནས་འདོད་པ				
ཀུན་ནས་འཕགས				
ཀུན་ནས་འཕགས་པ				
ཀུན་ནས་འཕྲོ་བ				
ཀུན་ནས་འཕྲོས				
ཀུན་ནས་འབར				
ཀུན་ནས་འཛིན་པ				
ཀུན་ནས་འོང་བ				
ཀུན་ནས་འོངས་པ				
ཀུན་ནས་ཡོངས་སུ				
ཀུན་ནས་རྒོད				
ཀུན་ནས་རྟོག་པ				
ཀུན་ནས་རྨོངས་པ				
ཀུན་ནས་ལྡང་བ				
ཀུན་ནས་སྐྱེ				
ཀུན་ནས་སྐྱེས				
ཀུན་ནས་སྒྲིབ་པ				
ཀུན་ནས་སྒྲིབ་པར				
ཀུན་ནས་སྙེམས				
ཀུན་ནས་སྡུད་པ				
ཀུན་ནས་སྣང་བ				
ཀུན་ནས་སྦྱོར་བ				
ཀུན་ནས་སློང་བ				
ཀུན་ནུས				
ཀུན་ཕན				
ཀུན་ཕན་གྱི་རྒྱན				
ཀུན་ཕན་ཉིན་བྱེད				
ཀུན་ཕན་ནོར་བུ				
ཀུན་ཕན་བདུད་རྩི				
ཀུན་ཕན་བདེ་བྱེད				
ཀུན་ཕུག				
ཀུན་ཕྱི་འཐོན་ཏེ				
ཀུན་ཕྱིར་འཐོན་ཏེ				
ཀུན་བཀྲམ				
ཀུན་བཅུག་པ				
ཀུན་བཅོམ				
ཀུན་བཏགས	NOUN			157
ཀུན་བཏགས་ཀྱི་བདག				
ཀུན་བཏགས་གཉིས				
ཀུན་བཏགས་པའི་གཟུགས				
ཀུན་བཏགས་པའི་ཆོས				
ཀུན་བཏགས་བདེན་འཛིན				
ཀུན་བཏགས་མ་རིག				
ཀུན་བཏགས་ལྷན་སྐྱེས				
ཀུན་བཏུས	PROPN			505
ཀུན་བདག				12
ཀུན་བདེ				
ཀུན་བདེ་གླིང				
ཀུན་བདེན				
ཀུན་བདེན་མཐོང་སྤང				
ཀུན་བཟང	ADJ			3760
ཀུན་བཟང་ཀློང་དྲུག				
ཀུན་བཟང་གསུམ				
ཀུན་བཟང་གླིང				
ཀུན་བཟང་ཐུགས་བསྟན				
ཀུན་བཟང་དགོངས་པ				
ཀུན་བཟང་དགོངས་འདུས				
ཀུན་བཟང་བསྟན་སྙིང				
ཀུན་བཟང་མཆོད་སྤྲིན				
ཀུན་བཟང་མོ				
ཀུན་བཟང་འཁོར་ལོ				
ཀུན་བཟང་ཡབ་ཡུམ				
ཀུན་བཟང་རང་ཞལ				
ཀུན་བཟང་རྣམ་གསུམ				
ཀུན་བཟང་རྣམ་འཕྲུལ				
ཀུན་བཟོད				
ཀུན་བརྐོས				
ཀུན་བརྟག				
ཀུན་བརྟག་གི་རང				
ཀུན་བརྟག་པ				
ཀུན་བརྟགས				567
ཀུན་བརྟགས་ཀྱི་ཆ				
ཀུན་བརྟགས་གཉིས				
ཀུན་བརྟགས་གདོན་ནད				
ཀུན་བརྟགས་པ				
ཀུན་བརྟགས་པའི་གཟུགས				
ཀུན་བརྟགས་བརྒྱད				
ཀུན་བརྟན				
ཀུན་བརྡུང				
ཀུན་བཤད				
ཀུན་བཤད་ཀྱི་མིང				
ཀུན་བཤད་པ				
ཀུན་བསལ				
ཀུན་བསྐོར				
ཀུན་བསྐྱེད				
ཀུན་བསྟེན				
ཀུན་བསྡུས་པ				
ཀུན་བོར				
ཀུན་བྱང				1
ཀུན་བྱང་ཕྱོགས་གཉིས				
ཀུན་བྱམས				
ཀུན་བྱས				
ཀུན་བྱུང				
ཀུན་བྱེད				
ཀུན་བྱེད་ཀྱི་རྒྱུད				
ཀུན་བྱེད་རྒྱལ་པོ				
ཀུན་བྲལ				
ཀུན་མཁྱེན	OTHER			1990
ཀུན་མཁྱེན་ཀུན་གཟིགས				
ཀུན་མཁྱེན་ཀློང་ཆེན				
ཀུན་མཁྱེན་ཆེན་པོ				
ཀུན་མཁྱེན་ཉིད				
ཀུན་མཁྱེན་དབྱིག་གཉེན				
ཀུན་མཁྱེན་བར་མ				
ཀུན་མཁྱེན་བུ				
ཀུན་མཁྱེན་བླ་མ				
ཀུན་མཁྱེན་ཚུལ་བློ				
ཀུན་མཁྱེན་ཡེ་ཤེས				
ཀུན་མཁྱེན་རོང་པོ				
ཀུན་མཁྱེན་སྤྱན				
ཀུན་མགྱོགས				
ཀུན་མཆོག་ལྡན				
ཀུན་མཉམ				
ཀུན་མཐོང	OTHER			
ཀུན་མཐོན་གི་མཚོ				
ཀུན་མིང				
ཀུན་མོ				
ཀུན་ཚི་ཅན				
